"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"3639","Zombie Friday","Apr 1, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nocturnis9","Nocturnis9"
"3640","Road Flash","Mar 17, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tamashii","Tamashii"
"3641","Rise 2.0","Mar 17, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Baconation","Baconation"
"3642","Kyma","Mar 25, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kidness","Kidness"
"3643","Replay-A Puzzle Game","Mar 20, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CodingApe Games","Vulpis Yazilim"
"3644","Rank: Warmaster","Dec 1, 2021","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Laser Beams & Particle Streams Software, Inc.","Laser Beams & Particle Streams Software, Inc."
"3645","BIRBOUT!","Dec 4, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jazztache","LimeHex"
"3646","Rain of Arrows","May 26, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Business Dog Studio","Business Dog Studio"
"3647","Plunger Simulator","Aug 30, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Derrick Davison","Derrick Davison"
"3648","Mini Island: Autumn","Sep 3, 2021","$1.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MACKINN7","MACKINN7"
"3649","Zen Landscape Editor","May 17, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cartboard Games","Cartboard Games"
"3650","Whack A Rat VR","May 13, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Derrick Davison","Derrick Davison"
"3651","The Annoying Game","Jul 14, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Michal Ambrozej, The Piano Chap","Michal Ambrozej, The Piano Chap"
"3652","the secret of dyes","Jun 4, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GCN","GCN"
"3653","Everpixel Tactics","Sep 17, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Doom Dino Games","Doom Dino Games"
"3654","Gun on the Chickahominy","May 21, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cyberek","Electric Dinosaur"
"3655","REDITUM","Aug 8, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EBStar","EBStar"
"3656","Robo-Worms","Jul 15, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Odd Squad Studios","Odd Squad Studios"
"3657","Superhero Recruitment Simulator","Apr 1, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","krishGames","krishGames"
"3659","Saighead","Apr 19, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MasterTapp","MasterTapp"
"3660","Curiosity","Apr 11, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NonStandardCode","NonStandardCode"
"3662","Liberation Mutagenix","May 6, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","McCollum Games","McCollum Games"
"3663","Nami","Oct 20, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Expresso Studios","Expresso Studios"
"3664","Herbis","Mar 25, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NikiGames","NikiGames"
"3665","Retrograde","May 25, 2021","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Steven Krupski","Steven Krupski"
"3666","Void Explorer","Jun 21, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Theodore King, Dylan Harrison, Alex Stahly, Faith King, Camdym Charles","Theodore King"
"3667","Tapeworm Disco Puzzle","Sep 1, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alastair Low, Valdir Salgueiro","Lowtek Games"
"3668","雪糕猫","Mar 26, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","勇敢的小喵喵","勇敢的小喵喵"
"3670","Dream's Reach: Village of the Gods","Jun 29, 2021","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hinge Games Ltd.","Hinge Games Ltd."
"3671","CodeWalkers","Mar 26, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Matt ""TheRedRanger"" Nikitakis","Matt ""TheRedRanger"" Nikitakis"
"3672","Smackball","May 27, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vidak Mijanovic","Mijan Games"
"3673","DaCapo Delivers","Jul 1, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Teleport Games Bt","Game Psych LLC"
"3674","Mage Mountain","Nov 11, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wonderbounce Games","Wonderbounce Games"
"3675","Confusing game","May 20, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ELFAS","ELFAS"
"3676","Escape From Ruby Castle","Jun 3, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ruby Dragon Software","Ruby Dragon Software"
"3677","Bunny's Buddy","Sep 23, 2021","$199.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ishan Mandal","Scoopy Studios"
"3678","Spellarium 7 - Match 3 Puzzle","Sep 1, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LGT SIA","LGT SIA"
"3681","Captures","Aug 26, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","cosmic_dust","cosmic_dust"
"3682","Glisten to your heart: The courage within you","Jul 22, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Annchan4","Annchan4"
"3683","The Tragedy of little Joy","Dec 16, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lasse Eversmeier","Lasse Eversmeier"
"3684","Air Hunter","Aug 20, 2021","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VensusGAMES","kazakovstudios"
"3685","Bullfrogs","Aug 18, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DarkStride Games","Thunderworks Games"
"3686","QB Planets","Aug 16, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Madowl Games","Ritual Interactive"
"3687","INFEES","Jun 22, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GreQu","GreQu"
"3688","Order Road","Aug 5, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","derevotyan","derevotyan"
"3689","Player City","Jul 9, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Leandro César Menzen","Menzen Produções"
"3690","VAZIAL SAGA XX","Sep 2, 2021","$34.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","StudioGIW","Mediascape Co.,Ltd."
"3691","You Have to Play This Game","Nov 26, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tipz","Tipz Jar Studios Ltd"
"3694","Dark Runner","Sep 16, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Padani Games","Padani Games"
"3695","World of MiniMonsters","Sep 6, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lagartija Software","Lagartija Software"
"3696","Metal Swarm Infinity","Sep 7, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Andrew Nutter666 Jaggar, George Dutton","Andrew Nutter666 Jaggar"
"3697","MouthSimulater: MelonSeedsCracker","Aug 24, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WANGXING","WANGXING"
"3698","Avarice","May 8, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rabid Troll Studios LLC","Rabid Troll Studios LLC"
"3699","Need For Conquest","Jun 6, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Michal Wojcik","Warp Dynamics Limited"
"3700","Keyboard Master","May 23, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Music Games For All","Music Games For All"
"3701","Solitaire Jack Frost Winter Adventures 2","May 13, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Somer Games","8floor"
"3702","The Great Pickle Adventure","May 31, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","techkitchensink","techkitchensink"
"3703","Kells","Jun 1, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Paul Drummond","Paul Drummond"
"3704","Sweet Home Puzzle","Jun 4, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Maso Games","Maso Games"
"3705","Jumpin' Tanks","Apr 14, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","XtraVida Games LLC","XtraVida Games LLC"
"3706","Cowboys, Vampires, Pirates & Ghosts","May 10, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mika Pi","Mika Pi"
"3707","Clessidra","Jun 15, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gabriele Corti","Gabriele Corti"
"3708","Elevated","Jul 11, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jake Rovere","Jake Rovere"
"3709","Battle Guns Simulator","Apr 16, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CoolCraftGames","CoolCraftGames"
"3710","Shiba Inu Rescue","May 21, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Keoasa","Keoasa"
"3712","The Magic of Three","Jun 4, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VL games","VL games"
"3713","The Floor is [Blank]","Sep 16, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Damyan Momchev","Damyan Momchev"
"3714","Karanos Solitaire","Jul 15, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rokas","Rokas"
"3715","The Last Chimera","Jul 1, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZynGms","ZynGms"
"3716","Chicken Utopia","Aug 5, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jason White","Jason White"
"3717","Rover Simulator","Sep 3, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Matt Schostek, Tyler Devine, Luis Schmitz","Demigod Studios, AdTechGames"
"3718","Selection Process","Jun 21, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EduardoGameDev","EduardoGameDev"
"3719","Lethal Pongbat","Aug 7, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolftrail Ltd.","Wolftrail Ltd."
"3722","Last Boss -9x9 Action Battle-","Jun 7, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kudone","Kudone"
"3723","Protect the Earth","Sep 20, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Victor","Victor"
"3726","Yoko & Yuki: Dr. Rat's Revenge","Jun 1, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hoodoo Bear","ChiliDog Interactive"
"3727","幻想殇物语","Aug 10, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Pigeon","Blue Pigeon"
"3728","Retro Classix: BreakThru","Jun 24, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Data East","Ziggurat, 612 Games"
"3731","PRINCESS IN AIRINESS","Jul 26, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Broken Desk","Broken Desk"
"3732","TeleNovela","Jul 30, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wholetone Games","Wholetone Games"
"3733","Antithesis","Jul 23, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Maximiliaan Hendrikx","Maximiliaan Hendrikx"
"3734","Sphere Arena","Aug 17, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blinking Bulb Studio","Blinking Bulb Studio"
"3736","The New Earth","Jul 14, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lxy","Lxy"
"3737","Escape The Outbreak","Sep 10, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Unknown Games","Unknown Games"
"3738","ChibiClubTD","Sep 14, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MHC","MHC"
"3739","Cubyrinth","Sep 20, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AP2 Games","AP2 Games"
"3741","Captures II","Sep 15, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","cosmic_dust","cosmic_dust"
"3744","Lucent Bounds","Nov 23, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Peartree Games","Peartree Games"
"3745","Station 35","Oct 20, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lucy's Playground","Lucy's Playground"
"3746","Coloring Pixel - Fantasy Characters","Sep 25, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"3747","Calluna","Sep 30, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Surrealist AS","Surrealist AS"
"3748","Magical Girls Second Magic","Oct 1, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CAERUX CO.,LTD","CAERUX CO.,LTD"
"3749","Super Punchy Face","Nov 6, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","8points","8points"
"3750","Table Gun","Oct 18, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","J Games 966","J Games 966"
"3751","Haunted Game","Nov 5, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marcus Ferron Games","Marcus Ferron Games"
"3752","Short Hop Laser","Oct 6, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The420Falco","The420Falco"
"3753","Puzzle Art: Snakes","Oct 6, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","My Label Game Studio","My Label Game Studio"
"3754","Holiday Jigsaw Halloween 2","Sep 22, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creobit","8floor"
"3755","FUUU...!","Oct 20, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DevBacon","DevBacon"
"3756","In The Valley of Death -Prologue-","Oct 8, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","stdio.gypsy","stdio.gypsy"
"3757","Ceilless","Oct 12, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Derin","Derin"
"3758","Polyslime","Oct 13, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","","Centillion Games"
"3759","Pathological Tires","Oct 15, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Inclination Games","Inclination Games"
"3760","Second to Nun","Oct 14, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tydecon Games","Tydecon Games"
"3762","This & Cats","Oct 21, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ryan Stephen","Ryan Stephen"
"3764","Mini Island: Winter","Nov 1, 2021","$1.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MACKINN7","MACKINN7"
"3765","Too Many Humans","Nov 4, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RealityZ","RealityZ"
"3766","Helium Electric","Dec 15, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Noctiluca Games","Noctiluca Games"
"3767","The Flea Evolution: Bugaboo","Oct 29, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ikigai Play","Zerouno Games"
"3769","大小串串烧","Oct 30, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","广州新游星信息科技有限公司","广州新游星信息科技有限公司"
"3771","The Railway","Nov 4, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Honest Novels","Honest Novels"
"3772","Neverspring Chronicles","Nov 2, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Durance Gaming","Durance Gaming"
"3773","Unfair Souls: Darkest Grind","Nov 29, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SpellSoft Studio","Dimitrios Gkaltsidis"
"3774","Geo Zombies","Nov 11, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tamashii","Tamashii"
"3775","Airplane Racer 2021","Nov 5, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Özgün BURSALIOĞLU","Özgün BURSALIOĞLU"
"3778","Cursed House 10 - Match 3 Puzzle","Nov 25, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LGT SIA","LGT SIA"
"3779","Banzai Bat","Dec 7, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Flying Fridge Games, Vincent Hellberg","Flying Fridge Games"
"3780","AutoCube","Dec 1, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Replayable Games","Replayable Games"
"3782","黑白米：敷衍","Dec 6, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","黑米, 白米","黑米, 白米"
"3783","Creator's Asteroid","Dec 21, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","decigraham","decigraham"
"3785","Void Frame","Dec 15, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","mingkly game","mingkly game"
"3787","Dinosaur Race","Dec 21, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SosiskaGames","SosiskaGames"
"3788","Devil's Eyes","Dec 28, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rapid Duck Studio","Rapid Duck Studio"
"3789","Oftalmogarden","Dec 28, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nazorus","Nazorus"
"3790","Robots n Lasers","Dec 29, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lukas Strobel - Tuatha Games","Lukas Strobel - Tuatha Games"
"3791","Shrumblo and the Magical Grumblo","Dec 30, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Squidnow, Ooftroop","Squidnow"
"3792","Rogue Waves","Jan 14, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Diego Rodrigues","Diego Rodrigues"
"3793","Side Decide","Aug 18, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Volcano Studio","Blue Volcano Studio"
"3794","Ash of Legends","Jun 23, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pcubed VR","Pcubed VR"
"3795","Matergari: Below Valesia","Nov 4, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Quantum Sufficit","Quantum Sufficit"
"3796","Welcome to the Polyverse","Jul 31, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Revmatek","Revmatek"
"3797","WAVER: A Typing Adventure","Aug 20, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Buried Things","Buried Things"
"3798","Glorious Tournius","Apr 30, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brewichor Games","Brewichor Games"
"3800","Leak Elite","Jan 14, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","micatrix","micatrix"
"3801","I Am the Captain Now","May 27, 2021","$4.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","North Lake Games","North Lake Games"
"3802","Task Men","Mar 1, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","itthegav","ittehgav"
"3803","The Last Islands of Man","Jan 8, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Forked Tail Studio","Forked Tail Studio"
"3804","Amusemos","Jan 11, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","David Donarumo","David Donarumo"
"3806","Windows Particle Effect","Jan 1, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GCN","GCN"
"3807","Altarage","Mar 8, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LT","LT"
"3808","Children's Jigsaw Puzzles","Jan 10, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"3810","The Happy Little Virus","Jan 18, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ed Mulvey","Ed Mulvey"
"3811","Adventure Field 4","Feb 7, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wathitdew Record","Wathitdew Record"
"3812","Triblock","Jan 27, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sergey Marchenko","Sergey Marchenko"
"3813","Customers From Hell - Game For Retail Workers (Zombie Survival Game)","Aug 3, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Steelkrill Studio","Steelkrill Studio"
"3814","Vacation Adventures: Park Ranger 4","Feb 15, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Casual Arts","Casual Arts"
"3815","Laser Cup","Feb 18, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dreamlabs","Dreamlabs"
"3816","Boom!VR","Mar 19, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Insert No Coin","C42"
"3817","Pixel Game Maker Series Remote Bomber","Feb 24, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wit One","Gotcha Gotcha Games"
"3818","Halloween Sweetplechase","Feb 28, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mandjet","Mandjet"
"3819","Pixel Game Maker Series Puzzle Pedestrians","Mar 3, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Route 24","Gotcha Gotcha Games"
"3820","Plasma Attack","Mar 3, 2021","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RENFALC","khukhrovr"
"3821","The Last From Mars","Mar 31, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cualit Eng. Ltda.","Cualit Eng. Ltda."
"3822","Gravity Mastery","Mar 10, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RedZyrro","RedZyrro"
"3823","Behold The Dark","Mar 10, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Harness Games","Harness Games"
"3824","Yet Another Hard Game","Mar 12, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Orpticon","Orpticon"
"3826","VR Chinese Garden Tour (HD): Flying as a dragonfly","Mar 23, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","William at Oxford","William at Oxford"
"3827","Boat Warfare","Jul 1, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ty Victorson","Ty Victorson"
"3828","Everyday Anatomy VR","Jul 25, 2021","$54.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MEDIS MEDIA","MEDIS MEDIA"
"3830","Blind Postman","Sep 24, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DillyFrame","DillyFrame"
"3831","DemonPandemicVR","Jun 17, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alekcake Incorporated","Alekcake Incorporated"
"3832","Slime's Revenge","Jun 10, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Evilkookey Games","Evilkookey Games"
"3833","Soul Survivor","May 13, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YungFittStudios","YungFittStudios"
"3834","Ember Knight Solitaire","Mar 30, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Revills Games","The Revills Games"
"3835","Pineapple Island","Mar 30, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","xe2050","WELOVEBOT CO., LTD."
"3836","One Escape","Dec 3, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BUG-Studio","Ratalaika Games S.L."
"3837","修仙重生记","Apr 9, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","kk","kk"
"3838","Automatrons","Jun 9, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cold Mass Digital Entertainment","Cold Mass Digital Entertainment"
